Date,Day_of_Week,Month,Week_of_Year,Is_Weekend,Year,Simulated_Patient_Visits,Actual_Consumption,Expected_Lead_Time_Days,Medicine_Shelf_Life_Days,Min_Order_Quantity,Consumption_Lag_1D,Consumption_Lag_7D,Consumption_Avg_7D,Consumption_Avg_30D
2016-09-05,Monday,9,36,0,2016,809,442,3,730,1000,370.0,469.0,458.2857142857143,398.23333333333335
2016-09-06,Tuesday,9,36,0,2016,894,454,3,730,1000,442.0,509.0,454.42857142857144,402.8333333333333
2016-09-07,Wednesday,9,36,0,2016,908,475,3,730,1000,454.0,498.0,446.57142857142856,408.53333333333336
2016-09-08,Thursday,9,36,0,2016,900,448,3,730,1000,475.0,499.0,443.2857142857143,412.3333333333333
2016-09-09,Friday,9,36,0,2016,937,488,3,730,1000,448.0,527.0,436.0,413.46666666666664
2016-09-10,Saturday,9,36,1,2016,920,418,3,730,1000,488.0,336.0,430.42857142857144,415.73333333333335
2016-09-11,Sunday,9,36,1,2016,931,343,3,730,1000,418.0,370.0,442.14285714285717,417.8
2016-09-12,Monday,9,37,0,2016,1099,442,3,730,1000,343.0,442.0,438.2857142857143,416.43333333333334
2016-09-13,Tuesday,9,37,0,2016,950,453,3,730,1000,442.0,454.0,438.2857142857143,421.46666666666664
2016-09-14,Wednesday,9,37,0,2016,1040,473,3,730,1000,453.0,475.0,438.14285714285717,426.3
2016-09-15,Thursday,9,37,0,2016,868,407,3,730,1000,473.0,448.0,437.85714285714283,431.03333333333336
2016-09-16,Friday,9,37,0,2016,1045,432,3,730,1000,407.0,488.0,432.0,429.23333333333335
2016-09-17,Saturday,9,37,1,2016,861,424,3,730,1000,432.0,418.0,424.0,431.0
2016-09-18,Sunday,9,37,1,2016,858,446,3,730,1000,424.0,343.0,424.85714285714283,431.6666666666667
2016-09-19,Monday,9,38,0,2016,910,533,3,730,1000,446.0,442.0,439.57142857142856,433.1
2016-09-20,Tuesday,9,38,0,2016,916,431,3,730,1000,533.0,453.0,452.57142857142856,440.1
2016-09-21,Wednesday,9,38,0,2016,850,563,3,730,1000,431.0,473.0,449.42857142857144,441.8333333333333
2016-09-22,Thursday,9,38,0,2016,1128,459,3,730,1000,563.0,407.0,462.2857142857143,446.56666666666666
2016-09-23,Friday,9,38,0,2016,1151,538,3,730,1000,459.0,432.0,469.7142857142857,446.1333333333333
2016-09-24,Saturday,9,38,1,2016,886,384,3,730,1000,538.0,424.0,484.85714285714283,449.93333333333334
2016-09-25,Sunday,9,38,1,2016,845,401,3,730,1000,384.0,446.0,479.14285714285717,446.53333333333336
2016-09-26,Monday,9,39,0,2016,1091,511,3,730,1000,401.0,533.0,472.7142857142857,446.26666666666665
2016-09-27,Tuesday,9,39,0,2016,940,494,3,730,1000,511.0,431.0,469.57142857142856,451.7
2016-09-28,Wednesday,9,39,0,2016,1192,484,3,730,1000,494.0,563.0,478.57142857142856,455.56666666666666
2016-09-29,Thursday,9,39,0,2016,786,559,3,730,1000,484.0,459.0,467.2857142857143,456.06666666666666
2016-09-30,Friday,9,39,0,2016,1090,551,3,730,1000,559.0,538.0,481.57142857142856,457.73333333333335
2016-10-01,Saturday,10,39,1,2016,828,345,3,730,1000,551.0,384.0,483.42857142857144,459.5
2016-10-02,Sunday,10,39,1,2016,925,371,3,730,1000,345.0,401.0,477.85714285714283,454.3666666666667
2016-10-03,Monday,10,40,0,2016,1107,522,3,730,1000,371.0,511.0,473.57142857142856,449.1666666666667
2016-10-04,Tuesday,10,40,0,2016,1057,553,3,730,1000,522.0,494.0,475.14285714285717,455.3666666666667
2016-10-05,Wednesday,10,40,0,2016,1120,552,3,730,1000,553.0,484.0,483.57142857142856,461.46666666666664
2016-10-06,Thursday,10,40,0,2016,1118,513,3,730,1000,552.0,559.0,493.2857142857143,465.1333333333333
2016-10-07,Friday,10,40,0,2016,1128,456,3,730,1000,513.0,551.0,486.7142857142857,467.1
2016-10-08,Saturday,10,40,1,2016,942,490,3,730,1000,456.0,345.0,473.14285714285717,466.46666666666664
2016-10-09,Sunday,10,40,1,2016,967,424,3,730,1000,490.0,371.0,493.85714285714283,467.8666666666667
2016-10-10,Monday,10,41,0,2016,1058,465,3,730,1000,424.0,522.0,501.42857142857144,465.73333333333335
2016-10-11,Tuesday,10,41,0,2016,1188,506,3,730,1000,465.0,553.0,493.2857142857143,467.3
2016-10-12,Wednesday,10,41,0,2016,1027,610,3,730,1000,506.0,552.0,486.57142857142856,472.73333333333335
2016-10-13,Thursday,10,41,0,2016,1024,635,3,730,1000,610.0,513.0,494.85714285714283,478.3333333333333
2016-10-14,Friday,10,41,0,2016,1199,649,3,730,1000,635.0,456.0,512.2857142857143,484.4
2016-10-15,Saturday,10,41,1,2016,880,602,3,730,1000,649.0,490.0,539.8571428571429,490.26666666666665
2016-10-16,Sunday,10,41,1,2016,922,470,3,730,1000,602.0,424.0,555.8571428571429,496.76666666666665
2016-10-17,Monday,10,42,0,2016,1105,639,3,730,1000,470.0,465.0,562.4285714285714,498.03333333333336
2016-10-18,Tuesday,10,42,0,2016,1035,608,3,730,1000,639.0,506.0,587.2857142857143,505.2
2016-10-19,Wednesday,10,42,0,2016,1168,635,3,730,1000,608.0,610.0,601.8571428571429,510.6
2016-10-20,Thursday,10,42,0,2016,1144,663,3,730,1000,635.0,635.0,605.4285714285714,514.0
2016-10-21,Friday,10,42,0,2016,1230,726,3,730,1000,663.0,649.0,609.4285714285714,521.7333333333333
2016-10-22,Saturday,10,42,1,2016,939,581,3,730,1000,726.0,602.0,620.4285714285714,527.1666666666666
2016-10-23,Sunday,10,42,1,2016,860,612,3,730,1000,581.0,470.0,617.4285714285714,531.2333333333333
2016-10-24,Monday,10,43,0,2016,1174,680,3,730,1000,612.0,639.0,637.7142857142857,533.7
2016-10-25,Tuesday,10,43,0,2016,1283,709,3,730,1000,680.0,608.0,643.5714285714286,543.5666666666667
2016-10-26,Wednesday,10,43,0,2016,1241,559,3,730,1000,709.0,635.0,658.0,553.8333333333334
2016-10-27,Thursday,10,43,0,2016,1348,784,3,730,1000,559.0,663.0,647.1428571428571,555.4333333333333
2016-10-28,Friday,10,43,0,2016,1183,625,3,730,1000,784.0,726.0,664.4285714285714,565.1
2016-10-29,Saturday,10,43,1,2016,971,538,3,730,1000,625.0,581.0,650.0,569.8
2016-10-30,Sunday,10,43,1,2016,1051,611,3,730,1000,538.0,612.0,643.8571428571429,569.1
2016-10-31,Monday,10,44,0,2016,1282,778,3,730,1000,611.0,680.0,643.7142857142857,571.1
2016-11-01,Tuesday,11,44,0,2016,1158,723,3,730,1000,778.0,709.0,657.7142857142857,585.5333333333333
2016-11-02,Wednesday,11,44,0,2016,1208,679,3,730,1000,723.0,559.0,659.7142857142857,597.2666666666667
2016-11-03,Thursday,11,44,0,2016,1123,802,3,730,1000,679.0,784.0,676.8571428571429,602.5
2016-11-04,Friday,11,44,0,2016,1274,595,3,730,1000,802.0,625.0,679.4285714285714,610.8
2016-11-05,Saturday,11,44,1,2016,1155,698,3,730,1000,595.0,538.0,675.1428571428571,612.2333333333333
2016-11-06,Sunday,11,44,1,2016,1166,482,3,730,1000,698.0,611.0,698.0,618.4
2016-11-07,Monday,11,45,0,2016,1184,708,3,730,1000,482.0,778.0,679.5714285714286,619.2666666666667
2016-11-08,Tuesday,11,45,0,2016,1270,761,3,730,1000,708.0,723.0,669.5714285714286,626.5333333333333
2016-11-09,Wednesday,11,45,0,2016,1333,781,3,730,1000,761.0,679.0,675.0,637.7666666666667
2016-11-10,Thursday,11,45,0,2016,1521,747,3,730,1000,781.0,802.0,689.5714285714286,648.3
2016-11-11,Friday,11,45,0,2016,1279,761,3,730,1000,747.0,595.0,681.7142857142857,656.3333333333334
2016-11-12,Saturday,11,45,1,2016,918,529,3,730,1000,761.0,698.0,705.4285714285714,661.3666666666667
2016-11-13,Sunday,11,45,1,2016,1127,620,3,730,1000,529.0,482.0,681.2857142857143,657.8333333333334
2016-11-14,Monday,11,46,0,2016,1398,881,3,730,1000,620.0,708.0,701.0,656.8666666666667
2016-11-15,Tuesday,11,46,0,2016,1386,887,3,730,1000,881.0,761.0,725.7142857142857,666.1666666666666
2016-11-16,Wednesday,11,46,0,2016,1267,815,3,730,1000,887.0,781.0,743.7142857142857,680.0666666666667
2016-11-17,Thursday,11,46,0,2016,1269,683,3,730,1000,815.0,747.0,748.5714285714286,685.9333333333333
2016-11-18,Friday,11,46,0,2016,1323,821,3,730,1000,683.0,761.0,739.4285714285714,688.4333333333333
2016-11-19,Saturday,11,46,1,2016,1081,752,3,730,1000,821.0,529.0,748.0,694.6333333333333
2016-11-20,Sunday,11,46,1,2016,1169,702,3,730,1000,752.0,620.0,779.8571428571429,697.6
2016-11-21,Monday,11,47,0,2016,1435,787,3,730,1000,702.0,881.0,791.5714285714286,696.8
2016-11-22,Tuesday,11,47,0,2016,1423,855,3,730,1000,787.0,887.0,778.1428571428571,703.6666666666666
2016-11-23,Wednesday,11,47,0,2016,1206,742,3,730,1000,855.0,815.0,773.5714285714286,711.7666666666667
2016-11-24,Thursday,11,47,0,2016,1165,799,3,730,1000,742.0,683.0,763.1428571428571,713.8333333333334
2016-11-25,Friday,11,47,0,2016,1345,866,3,730,1000,799.0,821.0,779.7142857142857,716.8333333333334
2016-11-26,Saturday,11,47,1,2016,1271,780,3,730,1000,866.0,752.0,786.1428571428571,727.0666666666667
2016-11-27,Sunday,11,47,1,2016,1163,749,3,730,1000,780.0,702.0,790.1428571428571,726.9333333333333
2016-11-28,Monday,11,48,0,2016,1269,885,3,730,1000,749.0,787.0,796.8571428571429,731.0666666666667
2016-11-29,Tuesday,11,48,0,2016,1173,1048,3,730,1000,885.0,855.0,810.8571428571429,742.6333333333333
2016-11-30,Wednesday,11,48,0,2016,1503,920,3,730,1000,1048.0,742.0,838.4285714285714,757.2
2016-12-01,Thursday,12,48,0,2016,1311,820,3,730,1000,920.0,799.0,863.8571428571429,761.9333333333333
2016-12-02,Friday,12,48,0,2016,1194,833,3,730,1000,820.0,866.0,866.8571428571429,765.1666666666666
2016-12-03,Saturday,12,48,1,2016,1093,836,3,730,1000,833.0,780.0,862.1428571428571,770.3
2016-12-04,Sunday,12,48,1,2016,967,675,3,730,1000,836.0,749.0,870.1428571428571,771.4333333333333
2016-12-05,Monday,12,49,0,2016,1218,948,3,730,1000,675.0,885.0,859.5714285714286,774.1
2016-12-06,Tuesday,12,49,0,2016,1531,947,3,730,1000,948.0,1048.0,868.5714285714286,782.4333333333333
2016-12-07,Wednesday,12,49,0,2016,1422,1124,3,730,1000,947.0,920.0,854.1428571428571,797.9333333333333
2016-12-08,Thursday,12,49,0,2016,1486,1027,3,730,1000,1124.0,820.0,883.2857142857143,811.8
2016-12-09,Friday,12,49,0,2016,1408,802,3,730,1000,1027.0,833.0,912.8571428571429,820.6666666666666
2016-12-10,Saturday,12,49,1,2016,1294,772,3,730,1000,802.0,836.0,908.4285714285714,821.3666666666667
2016-12-11,Sunday,12,49,1,2016,1231,689,3,730,1000,772.0,675.0,899.2857142857143,822.2
2016-12-12,Monday,12,50,0,2016,1270,796,3,730,1000,689.0,948.0,901.2857142857143,819.8
2016-12-13,Tuesday,12,50,0,2016,1487,951,3,730,1000,796.0,947.0,879.5714285714286,828.7
2016-12-14,Wednesday,12,50,0,2016,1423,943,3,730,1000,951.0,1124.0,880.1428571428571,839.7333333333333
2016-12-15,Thursday,12,50,0,2016,1524,968,3,730,1000,943.0,1027.0,854.2857142857143,841.8
2016-12-16,Friday,12,50,0,2016,1265,1062,3,730,1000,968.0,802.0,845.8571428571429,844.5
2016-12-17,Saturday,12,50,1,2016,1119,682,3,730,1000,1062.0,772.0,883.0,852.7333333333333
2016-12-18,Sunday,12,50,1,2016,1215,719,3,730,1000,682.0,689.0,870.1428571428571,852.7
2016-12-19,Monday,12,51,0,2016,1332,815,3,730,1000,719.0,796.0,874.4285714285714,849.3
2016-12-20,Tuesday,12,51,0,2016,1525,1105,3,730,1000,815.0,951.0,877.1428571428571,851.4
2016-12-21,Wednesday,12,51,0,2016,1382,874,3,730,1000,1105.0,943.0,899.1428571428571,864.8333333333334
2016-12-22,Thursday,12,51,0,2016,1545,1048,3,730,1000,874.0,968.0,889.2857142857143,867.7333333333333
2016-12-23,Friday,12,51,0,2016,1526,1065,3,730,1000,1048.0,1062.0,900.7142857142857,874.1666666666666
2016-12-24,Saturday,12,51,1,2016,1369,833,3,730,1000,1065.0,682.0,901.1428571428571,884.9333333333333
2016-12-25,Sunday,12,51,1,2016,1316,728,3,730,1000,833.0,719.0,922.7142857142857,886.0666666666667
2016-12-26,Monday,12,52,0,2016,1518,890,3,730,1000,728.0,815.0,924.0,881.4666666666667
2016-12-27,Tuesday,12,52,0,2016,1480,968,3,730,1000,890.0,1105.0,934.7142857142857,885.1333333333333
2016-12-28,Wednesday,12,52,0,2016,1452,987,3,730,1000,968.0,874.0,915.1428571428571,892.4333333333333
2016-12-29,Thursday,12,52,0,2016,1302,1041,3,730,1000,987.0,1048.0,931.2857142857143,895.8333333333334
2016-12-30,Friday,12,52,0,2016,1301,754,3,730,1000,1041.0,1065.0,930.2857142857143,895.6
2016-12-31,Saturday,12,52,1,2016,1300,791,3,730,1000,754.0,833.0,885.8571428571429,890.0666666666667
2017-01-01,Sunday,1,52,1,2017,1209,851,3,730,1000,791.0,728.0,879.8571428571429,889.1
2017-01-02,Monday,1,1,0,2017,1591,1039,3,730,1000,851.0,890.0,897.4285714285714,889.7
2017-01-03,Tuesday,1,1,0,2017,1439,1074,3,730,1000,1039.0,968.0,918.7142857142857,896.4666666666667
2017-01-04,Wednesday,1,1,0,2017,1598,1066,3,730,1000,1074.0,987.0,933.8571428571429,909.7666666666667
2017-01-05,Thursday,1,1,0,2017,1614,1090,3,730,1000,1066.0,1041.0,945.1428571428571,913.7
2017-01-06,Friday,1,1,0,2017,1604,1133,3,730,1000,1090.0,754.0,952.1428571428571,918.4666666666667
2017-01-07,Saturday,1,1,1,2017,1311,985,3,730,1000,1133.0,791.0,1006.2857142857143,918.7666666666667
2017-01-08,Sunday,1,1,1,2017,1373,786,3,730,1000,985.0,851.0,1034.0,917.3666666666667
2017-01-09,Monday,1,2,0,2017,1510,930,3,730,1000,786.0,1039.0,1024.7142857142858,916.8333333333334
2017-01-10,Tuesday,1,2,0,2017,1622,1016,3,730,1000,930.0,1074.0,1009.1428571428571,922.1
2017-01-11,Wednesday,1,2,0,2017,1547,810,3,730,1000,1016.0,1066.0,1000.8571428571429,933.0
2017-01-12,Thursday,1,2,0,2017,1564,1014,3,730,1000,810.0,1090.0,964.2857142857143,933.4666666666667
2017-01-13,Friday,1,2,0,2017,1509,1457,3,730,1000,1014.0,1133.0,953.4285714285714,935.5666666666667
2017-01-14,Saturday,1,2,1,2017,1420,752,3,730,1000,1457.0,985.0,999.7142857142857,952.7
2017-01-15,Sunday,1,2,1,2017,1327,812,3,730,1000,752.0,786.0,966.4285714285714,945.5
2017-01-16,Monday,1,3,0,2017,1222,993,3,730,1000,812.0,930.0,970.1428571428571,937.1666666666666
2017-01-17,Tuesday,1,3,0,2017,1623,1109,3,730,1000,993.0,1016.0,979.1428571428571,947.5333333333333
2017-01-18,Wednesday,1,3,0,2017,1724,1101,3,730,1000,1109.0,810.0,992.4285714285714,960.5333333333333
2017-01-19,Thursday,1,3,0,2017,1630,979,3,730,1000,1101.0,1014.0,1034.0,970.0666666666667
2017-01-20,Friday,1,3,0,2017,1695,946,3,730,1000,979.0,1457.0,1029.0,965.8666666666667
2017-01-21,Saturday,1,3,1,2017,1296,826,3,730,1000,946.0,752.0,956.0,968.2666666666667
2017-01-22,Sunday,1,3,1,2017,1412,756,3,730,1000,826.0,812.0,966.5714285714286,960.8666666666667
2017-01-23,Monday,1,4,0,2017,1498,962,3,730,1000,756.0,993.0,958.5714285714286,950.5666666666667
2017-01-24,Tuesday,1,4,0,2017,1585,1059,3,730,1000,962.0,1109.0,954.1428571428571,954.8666666666667
2017-01-25,Wednesday,1,4,0,2017,1508,1030,3,730,1000,1059.0,1101.0,947.0,965.9
2017-01-26,Thursday,1,4,0,2017,1437,1034,3,730,1000,1030.0,979.0,936.8571428571429,970.5666666666667
2017-01-27,Friday,1,4,0,2017,1436,1022,3,730,1000,1034.0,946.0,944.7142857142857,972.7666666666667
2017-01-28,Saturday,1,4,1,2017,1264,895,3,730,1000,1022.0,826.0,955.5714285714286,973.9333333333333
2017-01-29,Sunday,1,4,1,2017,1166,762,3,730,1000,895.0,756.0,965.4285714285714,969.0666666666667
2017-01-30,Monday,1,5,0,2017,1623,1055,3,730,1000,762.0,962.0,966.2857142857143,969.3333333333334
2017-01-31,Tuesday,1,5,0,2017,1800,949,3,730,1000,1055.0,1059.0,979.5714285714286,978.1333333333333
2017-02-01,Wednesday,2,5,0,2017,1477,972,3,730,1000,949.0,1030.0,963.8571428571429,981.4
2017-02-02,Thursday,2,5,0,2017,1815,796,3,730,1000,972.0,1034.0,955.5714285714286,979.1666666666666
2017-02-03,Friday,2,5,0,2017,1593,695,3,730,1000,796.0,1022.0,921.5714285714286,969.9
2017-02-04,Saturday,2,5,1,2017,1405,815,3,730,1000,695.0,895.0,874.8571428571429,957.5333333333333
2017-02-05,Sunday,2,5,1,2017,1226,829,3,730,1000,815.0,762.0,863.4285714285714,948.3666666666667
2017-02-06,Monday,2,6,0,2017,1721,1109,3,730,1000,829.0,1055.0,873.0,938.2333333333333
2017-02-07,Tuesday,2,6,0,2017,1366,1134,3,730,1000,1109.0,949.0,880.7142857142857,942.3666666666667
2017-02-08,Wednesday,2,6,0,2017,1521,1009,3,730,1000,1134.0,972.0,907.1428571428571,953.9666666666667
2017-02-09,Thursday,2,6,0,2017,1460,1197,3,730,1000,1009.0,796.0,912.4285714285714,956.6
2017-02-10,Friday,2,6,0,2017,1591,1033,3,730,1000,1197.0,695.0,969.7142857142857,962.6333333333333
2017-02-11,Saturday,2,6,1,2017,1218,853,3,730,1000,1033.0,815.0,1018.0,970.0666666666667
2017-02-12,Sunday,2,6,1,2017,1360,745,3,730,1000,853.0,829.0,1023.4285714285714,964.7
2017-02-13,Monday,2,7,0,2017,1644,1107,3,730,1000,745.0,1109.0,1011.4285714285714,940.9666666666667
2017-02-14,Tuesday,2,7,0,2017,1809,960,3,730,1000,1107.0,1134.0,1011.1428571428571,952.8
2017-02-15,Wednesday,2,7,0,2017,1602,1081,3,730,1000,960.0,1009.0,986.2857142857143,957.7333333333333
2017-02-16,Thursday,2,7,0,2017,1561,959,3,730,1000,1081.0,1197.0,996.5714285714286,960.6666666666666
2017-02-17,Friday,2,7,0,2017,1515,1111,3,730,1000,959.0,1033.0,962.5714285714286,955.6666666666666
2017-02-18,Saturday,2,7,1,2017,1447,899,3,730,1000,1111.0,853.0,973.7142857142857,956.0
2017-02-19,Sunday,2,7,1,2017,1199,756,3,730,1000,899.0,745.0,980.2857142857143,953.3333333333334
2017-02-20,Monday,2,8,0,2017,1576,1236,3,730,1000,756.0,1107.0,981.8571428571429,947.0
2017-02-21,Tuesday,2,8,0,2017,1573,1030,3,730,1000,1236.0,960.0,1000.2857142857143,960.6666666666666
2017-02-22,Wednesday,2,8,0,2017,1764,991,3,730,1000,1030.0,1081.0,1010.2857142857143,969.8
2017-02-23,Thursday,2,8,0,2017,1531,1079,3,730,1000,991.0,959.0,997.4285714285714,970.7666666666667
2017-02-24,Friday,2,8,0,2017,1463,991,3,730,1000,1079.0,1111.0,1014.5714285714286,971.4333333333333
2017-02-25,Saturday,2,8,1,2017,1204,821,3,730,1000,991.0,899.0,997.4285714285714,970.1333333333333
2017-02-26,Sunday,2,8,1,2017,1178,800,3,730,1000,821.0,756.0,986.2857142857143,963.0333333333333
2017-02-27,Monday,2,9,0,2017,1605,1015,3,730,1000,800.0,1236.0,992.5714285714286,955.6333333333333
2017-02-28,Tuesday,2,9,0,2017,1614,965,3,730,1000,1015.0,1030.0,961.0,959.6333333333333
2017-03-01,Wednesday,3,9,0,2017,1544,952,3,730,1000,965.0,991.0,951.7142857142857,966.4
2017-03-02,Thursday,3,9,0,2017,1344,859,3,730,1000,952.0,1079.0,946.1428571428571,962.9666666666667
2017-03-03,Friday,3,9,0,2017,1563,1070,3,730,1000,859.0,991.0,914.7142857142857,959.9666666666667
2017-03-04,Saturday,3,9,1,2017,1243,943,3,730,1000,1070.0,821.0,926.0,963.2333333333333
2017-03-05,Sunday,3,9,1,2017,1319,881,3,730,1000,943.0,800.0,943.4285714285714,968.1333333333333
2017-03-06,Monday,3,10,0,2017,1608,982,3,730,1000,881.0,1015.0,955.0,974.3333333333334
2017-03-07,Tuesday,3,10,0,2017,1557,1041,3,730,1000,982.0,965.0,950.2857142857143,979.9
2017-03-08,Wednesday,3,10,0,2017,1627,908,3,730,1000,1041.0,952.0,961.1428571428571,986.9666666666667
2017-03-09,Thursday,3,10,0,2017,1539,988,3,730,1000,908.0,859.0,954.8571428571429,980.2666666666667
2017-03-10,Friday,3,10,0,2017,1480,865,3,730,1000,988.0,1070.0,973.2857142857143,975.4
2017-03-11,Saturday,3,10,1,2017,1110,929,3,730,1000,865.0,943.0,944.0,970.6
2017-03-12,Sunday,3,10,1,2017,1266,804,3,730,1000,929.0,881.0,942.0,961.6666666666666
2017-03-13,Monday,3,11,0,2017,1487,1078,3,730,1000,804.0,982.0,931.0,954.0333333333333
2017-03-14,Tuesday,3,11,0,2017,1535,836,3,730,1000,1078.0,1041.0,944.7142857142857,961.5333333333333
2017-03-15,Wednesday,3,11,0,2017,1591,1098,3,730,1000,836.0,908.0,915.4285714285714,964.5666666666667
2017-03-16,Thursday,3,11,0,2017,1566,1016,3,730,1000,1098.0,988.0,942.5714285714286,964.2666666666667
2017-03-17,Friday,3,11,0,2017,1483,969,3,730,1000,1016.0,865.0,946.5714285714286,966.1333333333333
2017-03-18,Saturday,3,11,1,2017,1292,671,3,730,1000,969.0,929.0,961.4285714285714,962.4
2017-03-19,Sunday,3,11,1,2017,1174,769,3,730,1000,671.0,804.0,924.5714285714286,952.8
2017-03-20,Monday,3,12,0,2017,1376,988,3,730,1000,769.0,1078.0,919.5714285714286,941.4
2017-03-21,Tuesday,3,12,0,2017,1630,1079,3,730,1000,988.0,836.0,906.7142857142857,944.3666666666667
2017-03-22,Wednesday,3,12,0,2017,1557,960,3,730,1000,1079.0,1098.0,941.4285714285714,955.1333333333333
2017-03-23,Thursday,3,12,0,2017,1522,826,3,730,1000,960.0,1016.0,921.7142857142857,945.9333333333333
2017-03-24,Friday,3,12,0,2017,1636,1010,3,730,1000,826.0,969.0,894.5714285714286,939.1333333333333
2017-03-25,Saturday,3,12,1,2017,1191,737,3,730,1000,1010.0,671.0,900.4285714285714,939.7666666666667
2017-03-26,Sunday,3,12,1,2017,1394,824,3,730,1000,737.0,769.0,909.8571428571429,928.3666666666667
2017-03-27,Monday,3,13,0,2017,1466,823,3,730,1000,824.0,988.0,917.7142857142857,922.8
2017-03-28,Tuesday,3,13,0,2017,1373,1000,3,730,1000,823.0,1079.0,894.1428571428571,922.8666666666667
2017-03-29,Wednesday,3,13,0,2017,1496,939,3,730,1000,1000.0,960.0,882.8571428571429,929.5333333333333
2017-03-30,Thursday,3,13,0,2017,1431,968,3,730,1000,939.0,826.0,879.8571428571429,927.0
2017-03-31,Friday,3,13,0,2017,1330,973,3,730,1000,968.0,1010.0,900.1428571428571,927.1
2017-04-01,Saturday,4,13,1,2017,1296,806,3,730,1000,973.0,737.0,894.8571428571429,927.8
2017-04-02,Sunday,4,13,1,2017,1195,820,3,730,1000,806.0,824.0,904.7142857142857,926.0333333333333
2017-04-03,Monday,4,14,0,2017,1327,717,3,730,1000,820.0,823.0,904.1428571428571,917.7
2017-04-04,Tuesday,4,14,0,2017,1310,1001,3,730,1000,717.0,1000.0,889.0,910.1666666666666
2017-04-05,Wednesday,4,14,0,2017,1308,954,3,730,1000,1001.0,939.0,889.1428571428571,914.1666666666666
2017-04-06,Thursday,4,14,0,2017,1496,963,3,730,1000,954.0,968.0,891.2857142857143,913.2333333333333
2017-04-07,Friday,4,14,0,2017,1442,868,3,730,1000,963.0,973.0,890.5714285714286,910.6333333333333
2017-04-08,Saturday,4,14,1,2017,1135,714,3,730,1000,868.0,806.0,875.5714285714286,909.3
2017-04-09,Sunday,4,14,1,2017,1117,850,3,730,1000,714.0,820.0,862.4285714285714,900.1666666666666
2017-04-10,Monday,4,15,0,2017,1233,1039,3,730,1000,850.0,717.0,866.7142857142857,899.6666666666666
2017-04-11,Tuesday,4,15,0,2017,1277,952,3,730,1000,1039.0,1001.0,912.7142857142857,903.3333333333334
2017-04-12,Wednesday,4,15,0,2017,1328,793,3,730,1000,952.0,954.0,905.7142857142857,908.2666666666667
2017-04-13,Thursday,4,15,0,2017,1419,767,3,730,1000,793.0,963.0,882.7142857142857,898.7666666666667
2017-04-14,Friday,4,15,0,2017,1263,626,3,730,1000,767.0,868.0,854.7142857142857,896.4666666666667
2017-04-15,Saturday,4,15,1,2017,1174,687,3,730,1000,626.0,714.0,820.1428571428571,880.7333333333333
2017-04-16,Sunday,4,15,1,2017,1178,625,3,730,1000,687.0,850.0,816.2857142857143,869.7666666666667
2017-04-17,Monday,4,16,0,2017,1372,913,3,730,1000,625.0,1039.0,784.1428571428571,858.3
2017-04-18,Tuesday,4,16,0,2017,1356,915,3,730,1000,913.0,952.0,766.1428571428571,866.3666666666667
2017-04-19,Wednesday,4,16,0,2017,1237,820,3,730,1000,915.0,793.0,760.8571428571429,871.2333333333333
2017-04-20,Thursday,4,16,0,2017,1387,773,3,730,1000,820.0,767.0,764.7142857142857,865.6333333333333
2017-04-21,Friday,4,16,0,2017,1290,658,3,730,1000,773.0,626.0,765.5714285714286,855.4333333333333
2017-04-22,Saturday,4,16,1,2017,1106,642,3,730,1000,658.0,687.0,770.1428571428571,845.3666666666667
2017-04-23,Sunday,4,16,1,2017,1159,684,3,730,1000,642.0,625.0,763.7142857142857,839.2333333333333
2017-04-24,Monday,4,17,0,2017,1345,886,3,730,1000,684.0,913.0,772.1428571428571,828.3666666666667
2017-04-25,Tuesday,4,17,0,2017,1180,706,3,730,1000,886.0,915.0,768.2857142857143,833.3333333333334
2017-04-26,Wednesday,4,17,0,2017,1190,785,3,730,1000,706.0,820.0,738.4285714285714,829.4
2017-04-27,Thursday,4,17,0,2017,1408,802,3,730,1000,785.0,773.0,733.4285714285714,828.1333333333333
2017-04-28,Friday,4,17,0,2017,1255,813,3,730,1000,802.0,658.0,737.5714285714286,821.5333333333333
2017-04-29,Saturday,4,17,1,2017,1205,656,3,730,1000,813.0,642.0,759.7142857142857,817.3333333333334
2017-04-30,Sunday,4,17,1,2017,1162,682,3,730,1000,656.0,684.0,761.7142857142857,806.9333333333333
2017-05-01,Monday,5,18,0,2017,1315,726,3,730,1000,682.0,886.0,761.4285714285714,797.2333333333333
2017-05-02,Tuesday,5,18,0,2017,1287,788,3,730,1000,726.0,706.0,738.5714285714286,794.5666666666667
2017-05-03,Wednesday,5,18,0,2017,1333,730,3,730,1000,788.0,785.0,750.2857142857143,793.5
2017-05-04,Thursday,5,18,0,2017,1351,757,3,730,1000,730.0,802.0,742.4285714285714,793.9333333333333
2017-05-05,Friday,5,18,0,2017,1251,896,3,730,1000,757.0,813.0,736.0,785.8
2017-05-06,Saturday,5,18,1,2017,1068,545,3,730,1000,896.0,656.0,747.8571428571429,783.8666666666667
2017-05-07,Sunday,5,18,1,2017,992,603,3,730,1000,545.0,682.0,732.0,769.9333333333333
2017-05-08,Monday,5,19,0,2017,1235,630,3,730,1000,603.0,726.0,720.7142857142857,761.1
2017-05-09,Tuesday,5,19,0,2017,1190,527,3,730,1000,630.0,788.0,707.0,758.3
2017-05-10,Wednesday,5,19,0,2017,1149,706,3,730,1000,527.0,730.0,669.7142857142857,747.5333333333333
